Series Name,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"Number of under-five deaths, female",2157588,2168389,2179368,2193825,2207910,2221797,2228598,2233803,2239784,2240554,2244125,2251466,2255998,2254693,2249033,2226144,2201828,2169035,2127921,2091312,2062294,2033652,2004119,1980729,1964168,1941666,1917500,1888428,1845787,1806912,1762089,1719591,1678873,1638606,1599648,1559863,1514130,1468905,1420665,1362112,1320744,1280268,1234342,1178404,1111639,1056796,993320,937231,883299,834123,786012,734076,686030,637832,585567,540971,508256,470011,436123,406842,374569,347753,328030,311334,..,..
"Number of under-five deaths, male",2160424,2171891,2184180,2199520,2218177,2232529,2239965,2246342,2254144,2255530,2252739,2254384,2255596,2251399,2242788,2223109,2198755,2165635,2122235,2085117,2062106,2038786,2011903,1986862,1964704,1938965,1912139,1873887,1832985,1789643,1746049,1701612,1659149,1613081,1569104,1525024,1480333,1431128,1384349,1345875,1298987,1256171,1205145,1148971,1103630,1042392,985363,925164,873332,828616,780610,733855,689630,644972,595679,554599,524002,488597,456589,427700,395570,368846,349212,332636,..,..
"Population ages 00-04, female",34986431,35703165,36437800,37207617,38022121,38759581,39379142,39971848,40617188,41308648,42027302,42811039,43622651,44448143,45325680,46210564,47074590,47909799,48674284,49451465,50364938,51357663,52384934,53493563,54637829,55714526,56743538,57712661,58552159,59277527,59877355,60330246,60700954,61026237,61280672,61525575,61767897,61995686,62240622,62502638,62827934,63268942,63706359,64002694,64143680,64034841,63609047,62999408,62392179,61913767,61543600,61245138,61010822,60728386,60144295,59422610,58867603,58261386,57658903,57282565,56846872,56195125,55628417,55160392,54737622,54529094
"Population ages 00-04, female (% of female population)",16.5739747541719,16.5202654747187,16.4705259924732,16.4321529534744,16.4061735015027,16.3532620100781,16.2618816582537,16.155883126188,16.0659376468796,15.9929662327331,15.9146819914455,15.856370048635,15.8051767380574,15.7470950555005,15.6956747645957,15.6345363670572,15.5620359129892,15.4746402506163,15.3671820011274,15.2572278211864,15.1774294768638,15.1190641263122,15.0662819815475,15.0292768177856,14.9942983795296,14.9364507392548,14.8625776998297,14.7725382338047,14.6511378305927,14.5023810726363,14.326417639526,14.1239145184935,13.9106938165638,13.6948193880516,13.4748066297414,13.2610698963317,13.0523193536089,12.8477736308968,12.6536221325365,12.4696613972647,12.3030569384259,12.1611759056838,12.0262551533613,11.8749342708308,11.7002247356739,11.491220599594,11.2370986996777,10.9621676960443,10.7004638844962,10.4648136434755,10.2507151271075,10.0560987019774,9.87936976775574,9.70175117882624,9.48631613152648,9.25981371036155,9.06314670838152,8.86457548042162,8.6756139622628,8.5282619089281,8.37902914880103,8.21230227384487,8.06335436192689,7.92322241396719,7.79058621860517,7.69000947609511
"Population ages 00-04, male",37068046,37833424,38609412,39416624,40264724,41028650,41669661,42282506,42948794,43665245,44416757,45245074,46113860,47007721,47970612,48961086,49951920,50928873,51840188,52769946,53853750,55027547,56224681,57493247,58786957,59980734,61093364,62142127,63056488,63827331,64462216,64978113,65437859,65882802,66317734,66799240,67277431,67718841,68160825,68579811,69016195,69533641,70007221,70310981,70453552,70318567,69832639,69163912,68502342,67968513,67558455,67233033,66960821,66609159,65911331,65048361,64352535,63599613,62849630,62332993,61733760,60890054,60141124,59504265,58920509,58571645
"Population ages 00-04, male (% of male population)",16.4821767953822,16.4173826845161,16.3562637744499,16.3076193496201,16.270242675414,16.20879991586,16.1145468680893,16.0044130802531,15.912774877219,15.844395496126,15.7626149340708,15.7044402317021,15.6594281469047,15.6066520296994,15.5615742968454,15.5066595999336,15.4475090213463,15.3771178140521,15.2927017740819,15.20583545069,15.1481803418453,15.117119742244,15.0891354775497,15.0725407909127,15.0548665032418,15.0087920843488,14.9408335340925,14.8574399192623,14.7431378683465,14.5959061376851,14.4203812424675,14.2253161419549,14.0245441343893,13.8263171952806,13.6348466396351,13.4582358792186,13.2842430873395,13.1087299078974,12.9390168259305,12.7711958481856,12.6113771218266,12.4691569614427,12.3279700599075,12.1681091140638,11.9866776725758,11.7702518246128,11.5080419663465,11.2283165785214,10.9629747857374,10.7224933118562,10.5051556629886,10.3088079205694,10.1284424884595,9.94349570397642,9.71762115609757,9.47814079211845,9.26713006261536,9.05436851260208,8.85143517646296,8.68932886164182,8.52469639305705,8.34197065828363,8.17655362915128,8.02070458890956,7.8736689076019,7.7601418511428
Population ages 0-14 (% of total population),40.5830655127958,40.8724161026076,41.1607018326008,41.4507795047652,41.6284156555789,41.6687820140324,41.6636702861234,41.6119803934068,41.5489992342193,41.4858386761944,41.3587261036841,41.2306463818492,41.1093898370524,40.9735754814576,40.8343645306829,40.6630683422924,40.487766691489,40.3047875995931,40.1251307879869,39.9511959628286,39.7975374918351,39.6851893410582,39.5799049561857,39.4707064279418,39.370183967925,39.2770162225779,39.1796534823412,39.0660255969583,38.9229795130071,38.7520975394047,38.5602244453119,38.3509937701057,38.1269662687286,37.8896244154385,37.6354900955109,37.3483016526577,37.0248809038195,36.6813678630757,36.3196138518854,35.9382456334839,35.5530832514968,35.1665921350717,34.7802511535299,34.3900068263248,33.9801045969698,33.561919528129,33.1286520695793,32.6823291810805,32.2404380107605,31.797288593811,31.3423674128553,30.8799657912256,30.4154795250561,29.9403754395359,29.4366305001804,28.9130012076453,28.3851530629213,27.8478721919213,27.3277554659182,26.832323620307,26.3453740591996,25.9051614152815,25.4877038842946,25.0570622244071,24.6239027058366,24.1952667831956
"Population ages 0-14, female",85722314,88338831,91012300,93776189,96402407,98702553,100834359,102905770,104996629,107094419,109180851,111300325,113452285,115662925,117956773,120262344,122573722,124897864,127192924,129565179,132109426,134781205,137506034,140282747,143155392,146090876,149049090,151964415,154776704,157518869,160198183,162767976,165241595,167629491,169861080,171897527,173751464,175459052,177018108,178415478,179742660,181039306,182230376,183245891,184065853,184681984,185083059,185292481,185383966,185468272,185486061,185368138,185136050,184739320,183993964,182951247,181831596,180541801,179200843,177886985,176475236,175075695,173742919,172455965,171137305,169817041
"Population ages 0-14, female (% of female population)",40.6088709024996,40.8753946683441,41.1391597010343,41.4147643279063,41.5966961760098,41.6441214270914,41.6402275591475,41.5926121888104,41.5309231996072,41.462442622484,41.3440413211801,41.22345967201,41.1055581138676,40.9770791632898,40.8468474701627,40.6886609414941,40.5207279760001,40.3414237040947,40.1566624438735,39.9746592203974,39.8110587157414,39.6779289052851,39.5477196250405,39.4131207362078,39.2862359637936,39.1653548357714,39.0397523993414,38.8978796667846,38.728799574998,38.5373477476526,38.3294500358729,38.1056128699526,37.8680248387141,37.6175185659248,37.3501973833013,37.0503667873656,36.7158298474218,36.3615328841407,35.9880760443125,35.5949871858389,35.1974673637028,34.7982875198127,34.4007887575079,33.9990829930903,33.5748098207151,33.1416673088678,32.6965533063674,32.2416878828148,31.7939599176028,31.3482929974173,30.8945978356853,30.4363802257733,29.9787388576964,29.5132971396426,29.0206227255036,28.5092570874679,27.9944541352968,27.4697624192866,26.9633526600405,26.4839186110422,26.0118295039352,25.5853959580537,25.1840838782251,24.7715240264154,24.357286359965,23.9485852175067
"Population ages 0-14, male",91215931,94182963,97208629,100270899,103093282,105532876,107792407,109983773,112187007,114390402,116581656,118806423,121069443,123403792,125841285,128314870,130823777,133375659,135918886,138569568,141440549,144481984,147593354,150763459,154040461,157382122,160740504,164052882,167249838,170339194,173337047,176227043,179028542,181757703,184350516,186758604,188973319,191036879,192957115,194704669,196381490,198020889,199517793,200822739,201945252,202849555,203475908,203848176,204058267,204215370,204250499,204097696,203778931,203236901,202296224,201020492,199649050,198093854,196462625,194822123,193049643,191276108,189564729,187882029,186139712,184369128
"Population ages 0-14, male (% of male population)",40.5588441672212,40.8696227538758,41.1808912724982,41.484518650772,41.6581203026474,41.6918729601112,41.6856236822084,41.6301184990498,41.5659309856979,41.5077664399392,41.372488133348,41.2373813146116,41.1129811334608,40.9702921223206,40.822670628164,40.6391110421801,40.4569326446188,40.2705404870262,40.0956682760697,39.9292822745325,39.7849165838163,39.6919646940647,39.6099377441013,39.5244402411089,39.4485221688347,39.381237888753,39.3102778306681,39.2230836470329,39.1044207797432,38.9528255097009,38.7759910145456,38.5804583175053,38.3691293509781,38.1440920882887,37.9022448904311,37.6267951486135,37.3136646667622,36.9801197462708,36.6291836400542,36.2586513102167,35.8849260580703,35.5102009448998,35.1342239184558,34.7546424764179,34.3581348919228,33.9539103804344,33.5317315613739,33.0934413457513,32.6570681666738,32.2163578744653,31.7603961116438,31.2941993053037,30.8234447660303,30.3394501975465,29.8254948931475,29.2905233987707,28.7505956560623,28.2016612997935,27.66883749664,27.1585466186459,26.6578545574261,26.2049309940379,25.7724842798753,25.3250124537113,24.8742328896781,24.4270171008172
"Population ages 0-14, total",176938244,182521794,188220929,194047088,199495689,204235429,208626765,212889543,217183636,221484821,225762508,230106748,234521728,239066717,243798058,248577214,253397499,258273523,263111810,268134748,273549976,279263189,285099388,291046206,297195853,303472999,309789593,316017297,322026543,327858064,333535230,338995019,344270138,349387193,354211596,358656131,362724782,366495931,369975223,373120146,376124150,379060195,381748169,384068630,386011104,387531538,388558967,389140657,389442234,389683642,389736560,389465834,388914981,387976221,386290188,383971739,381480646,378635655,375663468,372709109,369524878,366351802,363307647,360337993,357277018,354186169
"Population ages 05-09, female",28305577,29181509,30011921,30778179,31477628,32142860,32806658,33480863,34182289,34909344,35614328,36277684,36936825,37618663,38310651,39028777,39813323,40639311,41486674,42387198,43297921,44193413,45065798,45883347,46708984,47656725,48687299,49756784,50906332,52091112,53215899,54296385,55323316,56229064,57017886,57681455,58205327,58649478,59048377,59382581,59707369,60025698,60324881,60636366,60966567,61354118,61850808,62356016,62730330,62947244,62925010,62588082,62065627,61551782,61152039,60840519,60597732,60418672,60182984,59639765,58963120,58444800,57857938,57274750,56915848,56480996
"Population ages 05-09, female (% of female population)",13.4090818980727,13.5026203526831,13.565915710121,13.5926938013099,13.5822885362096,13.5615659191235,13.5477305448556,13.532346636206,13.5206435863795,13.5154257906619,13.4862497183038,13.4365435498922,13.3827963635288,13.3275459898378,13.2664641825141,13.2047043308794,13.1615879088999,13.1263066078562,13.0979484655689,13.0776940371559,13.0477900098598,13.0099970486014,12.9612462225227,12.8911497227262,12.8183796741171,12.7762431798296,12.7524435360788,12.7360961643964,12.7379708390852,12.7442083864493,12.7325799155011,12.7113273623793,12.6783131421239,12.6182919625078,12.5374765595799,12.4325176944154,12.299504321561,12.1543168421489,12.0046332083319,11.847190801221,11.691983390002,11.5377790346352,11.3879120136524,11.2503523784802,11.1206987317046,11.0101578119332,10.9264902860566,10.8502148104361,10.7584578073046,10.6394944088991,10.48080315428,10.2766023691498,10.0501723940157,9.83329399716937,9.6452634321976,9.48076619289716,9.32951399626133,9.19281053436046,9.05539844590602,8.87920322582364,8.69095659291049,8.5410675717557,8.38652397232009,8.2269283189547,8.10060431842899,7.9652779599508
"Population ages 05-09, male",30383231,31327402,32225801,33054047,33807890,34521759,35227491,35937465,36672897,37431355,38160148,38842064,39519758,40223147,40942825,41699503,42537681,43432837,44363087,45364543,46395282,47429618,48453174,49423991,50405865,51525115,52735751,53973479,55280874,56611679,57848758,59006896,60105110,61075432,61899639,62586822,63159138,63676034,64176935,64671859,65215251,65756306,66257937,66755571,67233044,67723301,68289359,68819988,69185905,69388233,69324473,68913066,68318115,67737599,67271330,66909323,66629542,66403706,66090809,65426370,64602110,63938170,63200371,62466007,61965433,61368389
"Population ages 05-09, male (% of male population)",13.5097972241898,13.5941690646728,13.6519483940023,13.6752659264851,13.6611536882464,13.6381839585299,13.6232222652119,13.6027421580672,13.5875191478065,13.5823626191695,13.5422702434682,13.4819729703996,13.4201910155525,13.3541608078708,13.2817735683538,13.2068150257275,13.1546736225017,13.1138157740979,13.0869791457672,13.0719440700152,13.0502352449153,13.0298231734068,13.0034798561737,12.9570891495439,12.9085363026263,12.8929689016003,12.8969175275134,12.9044138041181,12.9251339422401,12.9458452991048,12.9409318594204,12.9180689457144,12.8816373480186,12.817431506321,12.7264915060356,12.6095477598532,12.471066892831,12.3261402437778,12.1827523051991,12.0434421077778,11.9168281693837,11.7917843591704,11.667737385708,11.5528051843791,11.4387537674104,11.3358438548813,11.2537177508033,11.1724827272079,11.0723708117618,10.9464637583585,10.7797666497798,10.5664064765354,10.3337455863388,10.111950665976,9.918132279969,9.74930004114906,9.59503191432828,9.45357356183439,9.30790708358105,9.12055098667878,8.92078133748657,8.75956414334217,8.59247696906625,8.41992400033437,8.28056843662065,8.13068165920166
"Population ages 10-14, female",22430306,23454158,24562580,25790393,26902659,27800111,28648559,29453059,30197153,30876428,31539221,32211601,32892808,33596118,34320442,35023002,35685809,36348754,37031965,37726517,38446568,39230130,40055301,40905838,41808578,42719625,43618252,44494970,45318213,46150230,47104928,48141346,49217326,50374190,51562521,52690498,53778240,54813888,55729109,56530259,57207356,57744665,58199136,58606831,58955606,59293024,59623203,59937056,60261458,60607261,61017451,61534919,62059601,62459151,62697629,62688118,62366261,61861743,61358955,60964654,60665244,60435770,60256564,60020822,59483836,58806952
"Population ages 10-14, female (% of female population)",10.625814250255,10.8525088409422,11.1027179984401,11.389917573122,11.6082341382975,11.7292934978899,11.8306153560381,11.9043824264164,11.9443419663482,11.954050599089,11.9431096114308,11.9305460734828,11.9175850122813,11.9024381179515,11.8847085230529,11.8494202435575,11.797104154111,11.7404768456222,11.6915319771772,11.6397373620551,11.5858392290178,11.5488677303716,11.5201914209704,11.4926941956961,11.473557910147,11.452660916687,11.4247311634329,11.3892452685835,11.3396909053201,11.290758288567,11.2704524808458,11.2703709890798,11.2790178800264,11.3044072153654,11.3379141939799,11.3567791966185,11.364006172252,11.359442411095,11.3298207034441,11.2781349873533,11.2024270352748,11.0993325794938,10.9866215904942,10.8737963437793,10.7538863533366,10.6402888973406,10.532964320633,10.4293053763344,10.335038225802,10.2439849450428,10.1630795542978,10.1036791546461,10.049196695925,9.97825196364695,9.8890431617795,9.76867718420922,9.60179343065392,9.41237640450455,9.23234025187163,9.07645347629048,8.94184376222366,8.83202611245309,8.73420554397812,8.6213732934935,8.46609582293089,8.29329778146077
"Population ages 10-14, male",23764654,25022137,26373417,27800229,29020667,29982467,30895256,31763803,32565317,33293803,34004750,34719285,35435826,36172925,36927848,37654281,38334176,39013950,39715611,40435080,41191517,42024819,42915499,43846222,44847639,45876274,46911389,47937276,48912476,49900184,51026073,52242033,53485572,54799469,56133142,57372541,58536750,59642004,60619356,61452998,62150045,62730943,63252634,63756188,64258655,64807687,65353911,65864277,66370021,66858624,67367571,67951597,68499995,68890143,69113563,69062809,68666974,68090535,67522186,67062761,66713773,66447883,66223234,65911757,65253770,64429093
"Population ages 10-14, male (% of male population)",10.5668701476492,10.8580710046869,11.172679104046,11.5016333746667,11.7267239389869,11.8448890857212,11.9478545489072,12.0229632607295,12.0656369606724,12.0810083246438,12.067602955809,12.0509681125099,12.0333619710036,12.0094792847504,11.9793227629648,11.925636416519,11.8547500007708,11.7796068988761,11.7159873562206,11.6515027538273,11.5865009970557,11.5450217784138,11.5173224103779,11.4948103006523,11.4851193629666,11.4794769028039,11.4725267690622,11.4612299236525,11.4361489691565,11.4110740729111,11.4146779126577,11.437073229836,11.4629478685703,11.5003433866871,11.5409067447604,11.5590115095417,11.5583546865917,11.5452495945956,11.5074145089246,11.4440133542532,11.3567207668601,11.2492596242867,11.1385164728403,11.033728177975,10.9327034519366,10.8478147009403,10.769971844224,10.6926420400221,10.6217225691747,10.5474008042505,10.4754737988755,10.418984908199,10.361256691232,10.2840038275941,10.1897414570809,10.0630825655032,9.88843367911865,9.69371922535708,9.50949523659602,9.34866677032535,9.21237682688252,9.10339619241208,9.00345368165774,8.88438386446739,8.71999554545551,8.53619359047276
"Population ages 15-19, female",19222952,19564500,19964165,20375528,21015908,21932158,22921089,24001585,25196056,26268672,27169754,28028604,28837853,29597169,30297606,30989316,31685019,32390732,33102872,33837631,34555832,35220267,35882364,36571276,37270919,37990389,38773181,39596578,40447644,41355290,42277988,43182330,44061387,44890787,45714979,46659657,47699171,48780054,49940090,51130560,52256863,53342322,54360130,55248248,56047029,56717972,57251203,57707426,58103699,58465228,58847581,59219737,59565787,59924531,60293458,60702964,61230450,61778230,62178615,62398981,62395896,62098786,61577235,61048752,60645954,60339330
"Population ages 15-19, female (% of female population)",9.10640817146105,9.05271951118323,9.02415334700057,8.99852824769187,9.06815906305453,9.25351390134152,9.46541805123661,9.7009976954458,9.96618154920958,10.1701219889792,10.2885024003895,10.3812457569799,10.448410469394,10.4856898406365,10.491654398166,10.4846932958262,10.4745129714724,10.4620544882774,10.451059815456,10.4399017798083,10.4133693799912,10.3684133856138,10.3200248705414,10.2748781799357,10.2282849259674,10.1848047023752,10.1556835472977,10.135418294337,10.1209592372557,10.1176652485753,10.1155456533549,10.1094159262344,10.0974436693388,10.0738837977589,10.0521170907563,10.056906679626,10.0794239331243,10.1090112152487,10.1529034052457,10.200861766067,10.2330145369342,10.2531405682911,10.2619080704803,10.2506514435329,10.2233429728151,10.1781890483478,10.1139296176664,10.0413400887683,9.96497554694105,9.88193338124155,9.80166562811377,9.72353952751095,9.64537791804178,9.57333008130983,9.50984300737337,9.45933094619837,9.42692615931307,9.39966975007567,9.35566992639403,9.28999692030831,9.19693578477911,9.07505769354203,8.92563716908657,8.769024712769,8.63149534613086,8.50940262525223
"Population ages 15-19, male",20132277,20525183,20959324,21444216,22253423,23385681,24594627,25910322,27293115,28454768,29425464,30352680,31223753,32047554,32809457,33567721,34317364,35068049,35809592,36570614,37311889,37979853,38643190,39340276,40056014,40801361,41624742,42505452,43432124,44439026,45482728,46526972,47557935,48540266,49520931,50636743,51854050,53100154,54414597,55747492,56982390,58141296,59226818,60175719,61003278,61690617,62263312,62782060,63270917,63780536,64365866,64946028,65482064,66016176,66523792,67030937,67623565,68193087,68584741,68792966,68749854,68378662,67789019,67199760,66730580,66369850
"Population ages 15-19, male (% of male population)",8.95174643971272,8.90666909857428,8.87908440925154,8.8719956385669,8.99220331011133,9.23875916270043,9.51126706431108,9.80735362109716,10.1122558131152,10.3251133276606,10.4425061534403,10.5353314027507,10.6030187427752,10.6398484836337,10.6433246551658,10.6313659605619,10.6125608864744,10.5882083545713,10.5637234785404,10.5379441563892,10.4952251429288,10.4337922450438,10.3707538899989,10.313522906308,10.2580227689279,10.209597368506,10.1796381865885,10.1625456002027,10.1547962796937,10.1622272917568,10.1746158543113,10.1859049174748,10.1925455761613,10.1867724545098,10.1814439942449,10.2019309363029,10.2388244471323,10.2789056424305,10.3295607829644,10.3815122028079,10.4124316734531,10.4262186521231,10.4295875285149,10.4140875919402,10.3788469083367,10.3260650636955,10.2606577253372,10.192263997847,10.1257482163584,10.0618114938804,10.0087167729496,9.95814257005559,9.90476676349657,9.85497448488563,9.80791912189156,9.76702023988062,9.738176864659,9.70831912739719,9.65914029860751,9.58986039058127,9.49353541205569,9.36791389939894,9.21633172870289,9.05799642084931,8.91734470582063,8.79332390685644
Population ages 15-64 (% of total population),56.1178820205874,55.7890578006095,55.4442002824161,55.0910185087824,54.8590362734649,54.7792309385732,54.7575774351527,54.7936108923147,54.841810032698,54.8812200720328,54.9803453154402,55.074520438461,55.1551236420255,55.249031970561,55.3502381043461,55.4895000942526,55.6368726804217,55.7972836385708,55.9571368552443,56.1143737446938,56.2550850296868,56.3557128209478,56.4504746532764,56.551028608389,56.6451173589565,56.7327689888321,56.8247451594739,56.9321068525389,57.0666278323093,57.2258215963335,57.4019050737805,57.5905921154682,57.7896275290253,57.9978926827321,58.2183206494931,58.4681391112119,58.751339330383,59.0516480610389,59.3675103695515,59.7005235536315,60.0363292788794,60.3721236017034,60.7034726242062,61.0366264092953,61.3938727280818,61.7634053727483,62.1494488498081,62.5476673904344,62.9374830161807,63.3246171976748,63.7171853960836,64.1076284698584,64.4911322144707,64.8769968339134,65.2562148871274,65.6177857140772,65.9731160836743,66.3274225183491,66.6529850197096,66.944203338595,67.2377729174314,67.5490478920304,67.8132963616236,68.0210944742065,68.2295801537644,68.4281617563294
"Population ages 15-64, female",118144457,120295513,122425161,124526542,126901855,129578258,132343649,135312120,138404605,141535821,144953923,148435785,151946411,155622246,159460697,163557483,167786179,172179319,176636385,181246933,186023725,190791815,195660452,200693014,205851639,211097486,216467816,221978459,227656017,233516960,239522996,245608173,251782015,258060685,264381336,270882805,277639883,284547205,291608868,298826025,306168114,313666863,321128980,328525527,336144349,343770236,351415759,359075982,366582809,374234147,382079870,389896933,397634456,405365662,412907483,420161099,427477653,434781814,441709500,448232319,454575427,460474670,465941614,471471101,477104306,482709804
"Population ages 15-64, female (% of female population)",55.9680762915303,55.6621195350198,55.3383251473025,54.9951689975537,54.7569098207999,54.6710547915357,54.6522008390794,54.6906607122427,54.7452911152698,54.7967010049204,54.8904035874018,54.9777066458914,55.0525889099663,55.1338736583997,55.2190995887483,55.3368139064948,55.4671752960613,55.6131116319622,55.7666848497752,55.9199964788164,56.0580846862613,56.1667635430349,56.2733465020502,56.3856794977219,56.492011721995,56.5929108114379,56.698433834218,56.8191666135119,56.9649307556832,57.1304525042612,57.3089192670746,57.4993324118888,57.7002878600965,57.9110666626765,58.1339471937534,58.3854081952002,58.6687357146183,58.9685881876423,59.284568147896,59.6176331342323,59.9542825854395,60.2911593903598,60.6215630158957,60.9539817091927,61.3149176596081,61.6904724156474,62.0806907250742,62.4807638793507,62.8701573058005,63.2539546072202,63.6393045446197,64.0188299331725,64.3882133439277,64.7597773598707,65.1262250058953,65.4736219947387,65.8136641097273,66.1528415469169,66.461568125948,66.733090236299,67.0028202954097,67.2933315743842,67.5383651779715,67.7219703014796,67.9043425572283,68.0745394948064
"Population ages 15-64, male",126524087,128838741,131111791,133375767,135998884,138916745,141849580,145015484,148262798,151464335,155164136,158933124,162703720,166736849,171003135,175655122,180423800,185370290,190290357,195367911,200647867,205781222,210959923,216298821,221748445,227247001,232839749,238563156,244480728,250636112,256987537,263450966,270033512,276748547,283548404,290587345,297934332,305457748,313147229,321000227,328969862,337083397,345152566,353133351,361284834,369397181,377522006,385664095,393658536,401824712,410231584,418644475,426997208,435329609,443434941,451259170,459164278,467043895,474541800,481642958,488513474,494806597,500684854,506719577,512863092,518986466
"Population ages 15-64, male (% of male population)",56.2584920394326,55.9081026277451,55.543427216873,55.1808106724217,54.9546756179301,54.8805216979634,54.856259391141,54.8900225773948,54.9322189281194,54.9604348899894,55.0646353434986,55.1652482399185,55.2512246903581,55.3569487605382,55.4730874556835,55.6324300403004,55.795618226317,55.9694460321393,56.1350911783843,56.2959138741397,56.4389680295725,56.5320380579177,56.6157565382343,56.7053175984561,56.7879917521336,56.8633087635307,56.9426808765824,57.037599585537,57.1616533359509,57.3149636817552,57.4888437796323,57.6759323622624,57.8731783520579,58.0790905522592,58.2972116373078,58.5454715241243,58.828525874481,59.1292327382304,59.444956758475,59.7778954613136,60.1128911141508,60.4476589470287,60.7798801176273,61.1137135587263,61.4675164303248,61.8314336917072,62.2135892555072,62.6100874299856,63.0003078706193,63.3905700069871,63.7898933973814,64.1905512084711,64.587270094361,64.9865302221688,65.3777232803214,65.7525864467332,66.1222604470719,66.4907741442647,66.8321517598816,67.1418754368376,67.4578877753423,67.7887735130731,68.0711680751889,68.3017938385519,68.5349507306017,68.7603798172826
"Population ages 15-64, total",244668544,249134255,253536952,257902309,262900739,268495002,274193228,280327605,286667403,293000156,300118059,307368909,314650131,322359095,330463831,339212605,348209979,357549609,366926742,376614844,386671591,396573038,406620374,416991836,427600084,438344487,449307565,460541615,472136745,484153072,496510533,509059139,521815528,534809233,547929740,561470150,575574215,590004953,604756097,619826252,635137976,650750260,666281546,681658878,697429184,713167418,728937766,744740077,760241345,776058858,792311454,808541408,824631664,840695271,856342424,871420269,886641930,901825708,916251300,929875277,943088901,955281267,966626467,978190678,989967399,1001696269
"Population ages 20-24, female",17997228,18139540,18230060,18310414,18452363,18678985,18976515,19345328,19721327,20300223,21203050,22185313,23242872,24438645,25542668,26480262,27375813,28233180,29010722,29728185,30436033,31126764,31819717,32534816,33268253,33970927,34630642,35287911,35972376,36674968,37412355,38206750,39036709,39897310,40786436,41680525,42580537,43462216,44292434,45126251,46073165,47104481,48147420,49245300,50408700,51502451,52555208,53559821,54421359,55218975,55953211,56558862,57082284,57566864,57985482,58365868,58750434,59134284,59493195,59826923,60243689,60799116,61298931,61645152,61835076,61765368
"Population ages 20-24, female (% of female population)",8.52575086124356,8.39337410523594,8.24030785145543,8.08650367760761,7.96201424141251,7.88095051965277,7.83647965550687,7.81902438676991,7.80067802239517,7.85939023919753,8.02906153681215,8.21700525821841,8.42126031863691,8.65812715091786,8.84508317466049,8.95913356021009,9.04996485478208,9.11918471644232,9.15910849478848,9.17201727502667,9.17187159871021,9.16333630645775,9.15157836974729,9.14081495095264,9.12983045098506,9.10723121352764,9.07064695346802,9.03254173213167,9.00114099754896,8.97261400621405,8.95138127338969,8.94458283103469,8.94595000187236,8.95330404394927,8.96839611141226,8.98371691301167,8.99779336340881,9.00696078538658,9.00472564349952,9.00296512441568,9.02211375942166,9.05414035436938,9.08909513877648,9.13687634222623,9.19487505597748,9.24225027723995,9.28434062969207,9.31963908380219,9.33344195551288,9.33324381568855,9.31957874430382,9.28663926574609,9.24322886231638,9.19667758130425,9.14581522184325,9.09514173298086,9.04510751016195,8.99738849441541,8.951609737345,8.9070673440643,8.87970796304834,8.88512522537692,8.8852969276531,8.85469143338482,8.80073845384252,8.71051078474726
"Population ages 20-24, male",18676320,18873549,19031867,19185186,19394534,19665881,19983730,20369349,20795653,21501209,22625295,23839075,25132613,26544771,27790976,28851599,29864562,30836215,31697874,32487915,33267462,33993637,34703201,35430855,36170628,36865439,37507073,38145961,38822746,39535259,40302060,41145325,42043054,42987032,43980309,44997768,46037851,47070083,48050763,49036349,50148964,51352551,52556377,53805329,55105045,56301066,57420671,58484227,59397941,60214904,60951827,61582367,62153960,62714895,63268159,63843109,64427370,64992218,65520926,65991270,66502014,67118716,67642188,67982582,68155217,68036933
